State Name,Year,Accident Severity,Speed Limit (km/h),Driver Age,Driver Gender,Alcohol Involvement,Number of Fatalities
Telangana,2008,Moderate,49,21,Male,0,6
Telangana,2020,Severe,43,67,Female,1,11
Telangana,2019,Minor,113,48,Female,0,7
Kerala,2010,Minor,112,68,Male,0,6
Andhra Pradesh,2005,Moderate,101,67,Male,1,12
Kerala,2023,Moderate,82,31,Male,0,7
Karnataka,2013,Minor,81,25,Male,0,6
Tamil Nadu,2000,Moderate,63,54,Male,1,8
Telangana,2006,Moderate,44,22,Male,0,5
Andhra Pradesh,2023,Severe,107,25,Male,1,14
Telangana,2008,Minor,116,28,Female,1,8
Kerala,2010,Minor,84,46,Male,1,9
Maharashtra,2023,Severe,98,38,Male,1,15
Karnataka,2022,Moderate,104,56,Female,0,8
Tamil Nadu,2015,Severe,102,30,Female,1,12
Karnataka,2018,Severe,114,66,Male,0,11
Maharashtra,2001,Minor,106,36,Female,1,11
Tamil Nadu,2014,Minor,88,20,Male,1,9
Maharashtra,2002,Minor,116,51,Female,0,8
Karnataka,2003,Severe,71,55,Male,1,9
Kerala,2019,Moderate,89,36,Female,1,9
Karnataka,2021,Minor,97,49,Male,1,11
Karnataka,2006,Minor,91,64,Female,1,9
Karnataka,2011,Severe,62,53,Female,0,9
Andhra Pradesh,2003,Severe,69,68,Female,1,12
Maharashtra,2009,Severe,109,56,Female,0,13
Maharashtra,2005,Minor,110,69,Male,1,12
Telangana,2024,Moderate,69,70,Male,1,12
Maharashtra,2021,Minor,76,31,Female,0,9
Telangana,2013,Minor,87,24,Female,0,5
Andhra Pradesh,2002,Minor,71,37,Female,0,6
Kerala,2016,Minor,109,49,Female,1,8
Telangana,2010,Moderate,74,63,Male,1,10
Karnataka,2009,Severe,115,48,Male,0,12
Kerala,2020,Minor,107,39,Male,1,8
Andhra Pradesh,2009,Severe,71,22,Male,1,12
Maharashtra,2009,Minor,98,48,Male,0,8
Telangana,2002,Moderate,74,32,Male,0,7
Karnataka,2023,Minor,55,61,Female,0,8
Tamil Nadu,2014,Moderate,118,34,Female,1,11
Tamil Nadu,2016,Minor,91,70,Female,0,9
Kerala,2017,Moderate,105,54,Male,0,10
Maharashtra,2018,Severe,45,36,Male,1,12
Tamil Nadu,2018,Severe,53,27,Male,0,10
Kerala,2011,Minor,68,61,Male,1,6
Andhra Pradesh,2023,Severe,65,51,Female,0,12
Kerala,2004,Moderate,57,66,Female,0,5
Kerala,2023,Severe,43,42,Male,1,10
Kerala,2015,Moderate,96,54,Male,0,8
Karnataka,2014,Severe,92,45,Male,0,10
Kerala,2014,Moderate,64,32,Male,0,6
Telangana,2005,Severe,86,37,Female,1,10
Kerala,2011,Minor,91,30,Female,1,6
Karnataka,2001,Moderate,73,37,Male,0,5
Karnataka,2019,Moderate,55,60,Female,1,11
Andhra Pradesh,2008,Minor,75,48,Male,1,10
Maharashtra,2003,Minor,67,35,Male,1,8
Tamil Nadu,2004,Severe,104,58,Female,1,13
Tamil Nadu,2020,Moderate,111,65,Female,0,12
Kerala,2007,Minor,92,45,Female,0,6
Andhra Pradesh,2021,Moderate,81,64,Female,0,9
Kerala,2009,Minor,118,21,Female,0,6
Tamil Nadu,2006,Moderate,58,41,Male,1,10
Karnataka,2021,Moderate,83,61,Male,0,9
Maharashtra,2013,Minor,69,62,Male,0,8
Andhra Pradesh,2004,Severe,113,26,Male,0,10
Karnataka,2015,Minor,83,64,Male,0,8
Maharashtra,2014,Severe,66,67,Female,0,10
Andhra Pradesh,2004,Severe,112,69,Male,0,11
Andhra Pradesh,2002,Minor,73,49,Female,1,7
Tamil Nadu,2022,Severe,63,49,Female,1,11
Karnataka,2009,Moderate,95,56,Male,0,9
Andhra Pradesh,2004,Moderate,46,38,Male,0,7
Telangana,2022,Minor,107,61,Male,0,8
Andhra Pradesh,2014,Moderate,90,59,Female,1,11
Maharashtra,2017,Severe,47,56,Male,1,12
Tamil Nadu,2024,Minor,95,63,Female,0,9
Kerala,2007,Minor,116,44,Male,0,7
Tamil Nadu,2020,Minor,97,64,Male,1,11
Kerala,2001,Moderate,108,53,Male,0,7
Karnataka,2021,Severe,47,25,Female,0,9
Karnataka,2007,Moderate,105,36,Female,1,9
Andhra Pradesh,2022,Minor,63,46,Female,1,8
Telangana,2007,Moderate,81,36,Male,1,9
Karnataka,2003,Minor,93,22,Male,0,7
Andhra Pradesh,2018,Minor,55,39,Female,1,8
Tamil Nadu,2022,Moderate,43,52,Male,1,10
Karnataka,2017,Minor,98,27,Female,0,7
Tamil Nadu,2020,Severe,85,32,Male,1,14
Tamil Nadu,2022,Moderate,52,19,Female,1,10
Telangana,2000,Severe,76,70,Male,1,11
Karnataka,2019,Severe,93,59,Female,0,11
Tamil Nadu,2014,Severe,88,39,Male,0,11
Telangana,2017,Minor,114,65,Female,1,10
Telangana,2021,Severe,97,52,Female,0,11
Karnataka,2011,Severe,58,56,Female,0,6
Telangana,2000,Severe,57,36,Male,0,5
Karnataka,2006,Minor,99,64,Female,1,8
Karnataka,2018,Minor,56,29,Male,0,5
Kerala,2000,Severe,50,51,Female,0,6
Tamil Nadu,2023,Minor,54,62,Female,0,7
Maharashtra,2006,Minor,111,37,Female,1,11
Karnataka,2001,Minor,56,68,Female,0,4
Tamil Nadu,2006,Severe,44,24,Male,0,7
Telangana,2018,Moderate,100,41,Male,0,10
Andhra Pradesh,2012,Severe,43,20,Female,0,8
Karnataka,2024,Minor,95,23,Male,1,8
Telangana,2023,Minor,114,50,Male,0,10
Telangana,2004,Moderate,87,70,Female,1,10
Telangana,2022,Moderate,87,51,Male,0,8
Telangana,2018,Minor,74,50,Male,1,9
Telangana,2000,Minor,72,46,Male,0,5
Karnataka,2000,Minor,60,40,Male,1,5
Maharashtra,2017,Minor,44,21,Male,1,10
Kerala,2023,Moderate,103,22,Female,1,9
Telangana,2000,Minor,108,51,Male,0,6
Telangana,2004,Minor,60,33,Male,1,6
Kerala,2008,Minor,113,57,Female,0,7
Karnataka,2011,Minor,71,64,Female,1,9
Tamil Nadu,2008,Severe,57,60,Female,0,10
Andhra Pradesh,2017,Minor,97,59,Male,0,8
Andhra Pradesh,2022,Minor,118,20,Female,1,11
Tamil Nadu,2010,Moderate,63,60,Male,0,9
Karnataka,2000,Moderate,44,66,Female,0,6
Andhra Pradesh,2018,Moderate,92,59,Female,1,11
Kerala,2021,Minor,112,66,Male,0,8
Tamil Nadu,2024,Moderate,94,31,Female,0,10
Maharashtra,2009,Moderate,44,50,Female,0,7
Karnataka,2001,Minor,108,45,Female,1,8
Tamil Nadu,2006,Minor,80,58,Male,0,7
Andhra Pradesh,2019,Moderate,46,32,Female,1,8
Karnataka,2001,Moderate,40,21,Male,1,7
Kerala,2018,Severe,91,37,Male,1,11
Karnataka,2005,Moderate,65,70,Female,1,7
Karnataka,2009,Severe,102,42,Female,0,9
Kerala,2008,Minor,51,52,Female,0,3
Telangana,2007,Severe,109,69,Female,0,10
Kerala,2010,Moderate,58,70,Female,0,6
Karnataka,2008,Moderate,119,56,Female,0,9
Kerala,2019,Minor,43,70,Male,1,8
Telangana,2019,Minor,44,39,Female,1,7
Tamil Nadu,2008,Moderate,93,52,Female,1,12
Kerala,2007,Minor,109,64,Male,0,5
Kerala,2014,Minor,96,45,Female,1,8
Karnataka,2001,Minor,117,27,Male,0,6
Tamil Nadu,2023,Minor,91,33,Male,0,9
Maharashtra,2000,Moderate,57,66,Male,0,9
Maharashtra,2008,Moderate,103,40,Female,1,10
Andhra Pradesh,2008,Minor,49,36,Male,1,8
Kerala,2012,Moderate,62,18,Female,1,7
Kerala,2007,Severe,107,18,Male,1,9
Tamil Nadu,2020,Severe,91,70,Male,1,15
Telangana,2004,Moderate,86,63,Male,0,8
Maharashtra,2002,Moderate,109,43,Female,1,11
Andhra Pradesh,2020,Minor,65,51,Female,1,9
Tamil Nadu,2003,Moderate,109,19,Male,1,11
Kerala,2016,Moderate,82,45,Female,0,7
Maharashtra,2015,Moderate,108,37,Male,1,13
Andhra Pradesh,2015,Minor,102,59,Male,1,10
Karnataka,2024,Moderate,117,64,Female,0,10
Maharashtra,2019,Severe,105,44,Male,1,15
Andhra Pradesh,2002,Severe,102,45,Male,0,11
Tamil Nadu,2005,Severe,52,48,Female,0,8
Karnataka,2000,Minor,90,64,Male,1,10
Andhra Pradesh,2020,Minor,44,24,Male,1,8
Andhra Pradesh,2015,Severe,86,25,Female,1,12
Kerala,2014,Minor,75,49,Male,0,5
Telangana,2006,Moderate,75,28,Male,1,8
Maharashtra,2001,Moderate,89,65,Female,0,9
Kerala,2009,Moderate,95,43,Male,0,8
Karnataka,2024,Moderate,58,42,Female,1,9
Telangana,2014,Severe,59,24,Female,1,10
Andhra Pradesh,2005,Minor,61,37,Female,0,4
Kerala,2001,Severe,70,58,Female,1,8
Telangana,2023,Severe,101,68,Male,0,12
Maharashtra,2023,Severe,83,47,Female,1,14
Karnataka,2016,Moderate,107,18,Male,1,9
Tamil Nadu,2000,Moderate,106,35,Male,1,11
Kerala,2000,Severe,88,25,Female,1,7
Karnataka,2003,Moderate,98,46,Female,0,7
Tamil Nadu,2019,Moderate,43,57,Female,0,8
Kerala,2015,Minor,78,39,Male,0,7
Karnataka,2007,Minor,46,49,Male,0,5
Karnataka,2000,Moderate,110,57,Male,0,9
Telangana,2018,Moderate,88,31,Female,0,7
Kerala,2010,Moderate,54,19,Male,1,6
Karnataka,2016,Minor,46,52,Female,1,6
Andhra Pradesh,2024,Severe,86,24,Female,0,10
Kerala,2009,Moderate,107,20,Male,0,8
Karnataka,2011,Moderate,84,32,Female,0,6
Telangana,2008,Severe,58,60,Male,0,9
Tamil Nadu,2006,Minor,86,51,Male,0,7
Tamil Nadu,2011,Severe,92,39,Male,0,10
Andhra Pradesh,2014,Moderate,66,35,Male,1,8
Kerala,2007,Moderate,44,63,Female,1,7
Telangana,2016,Moderate,99,35,Male,0,9
Karnataka,2004,Minor,116,51,Female,0,6
Karnataka,2013,Moderate,101,53,Male,1,13
Tamil Nadu,2001,Minor,98,63,Male,1,9
Telangana,2015,Minor,100,56,Female,1,7
Andhra Pradesh,2016,Severe,95,64,Male,1,13
Tamil Nadu,2002,Moderate,117,55,Male,1,12
Tamil Nadu,2022,Severe,86,54,Male,0,12
Andhra Pradesh,2000,Moderate,87,69,Female,1,9
Kerala,2017,Moderate,49,35,Male,1,7
Karnataka,2017,Severe,71,60,Male,1,13
Kerala,2003,Severe,104,57,Male,1,12
Telangana,2014,Minor,63,46,Female,1,8
Maharashtra,2018,Severe,68,29,Female,1,12
Maharashtra,2018,Minor,46,35,Female,1,9
Maharashtra,2009,Minor,56,48,Female,1,7
Andhra Pradesh,2004,Moderate,64,32,Male,1,9
Tamil Nadu,2018,Severe,75,57,Female,1,12
Kerala,2010,Severe,100,47,Female,1,10
Karnataka,2006,Minor,110,53,Female,0,7
Maharashtra,2004,Severe,74,45,Female,1,12
Kerala,2019,Severe,117,70,Male,1,12
Maharashtra,2011,Minor,89,32,Male,0,8
Maharashtra,2018,Moderate,95,60,Female,1,13
Karnataka,2014,Moderate,104,50,Female,1,11
Telangana,2011,Minor,80,19,Female,1,8
Telangana,2003,Severe,64,25,Female,0,7
Telangana,2011,Minor,73,65,Male,0,8
Andhra Pradesh,2017,Minor,47,50,Male,0,6
Tamil Nadu,2016,Minor,95,52,Female,1,10
Andhra Pradesh,2018,Moderate,69,35,Female,0,9
Kerala,2015,Moderate,107,43,Female,1,10
Andhra Pradesh,2010,Moderate,60,65,Female,0,7
Kerala,2001,Moderate,49,38,Female,1,6
Kerala,2015,Minor,72,45,Female,0,4
Tamil Nadu,2000,Severe,114,37,Female,0,10
Karnataka,2016,Moderate,114,69,Male,1,12
Tamil Nadu,2017,Minor,43,62,Male,1,8
Telangana,2024,Minor,62,37,Male,1,10
Telangana,2012,Minor,108,21,Female,1,8
Andhra Pradesh,2004,Severe,92,53,Male,1,12
Kerala,2024,Moderate,44,51,Female,0,7
Maharashtra,2023,Moderate,57,62,Female,1,12
Maharashtra,2005,Minor,56,30,Female,1,9
Kerala,2000,Moderate,97,48,Male,1,9
Tamil Nadu,2009,Severe,106,69,Male,0,10
Karnataka,2004,Minor,111,56,Female,1,9
Tamil Nadu,2000,Moderate,95,24,Male,0,9
Kerala,2022,Severe,79,34,Male,1,10
Kerala,2010,Moderate,41,59,Male,1,6
Karnataka,2023,Minor,60,29,Male,1,8
Andhra Pradesh,2023,Minor,91,47,Female,0,8
Andhra Pradesh,2006,Minor,63,65,Female,1,8
Karnataka,2017,Severe,92,51,Male,1,13
Andhra Pradesh,2020,Moderate,77,39,Male,0,9
Maharashtra,2019,Severe,59,38,Male,1,13
Andhra Pradesh,2020,Minor,89,26,Female,0,8
Andhra Pradesh,2009,Moderate,78,29,Male,1,10
Andhra Pradesh,2024,Minor,99,34,Female,1,10
Maharashtra,2014,Minor,78,33,Male,0,7
Andhra Pradesh,2003,Minor,110,22,Male,1,8
Telangana,2015,Minor,72,36,Female,1,6
Maharashtra,2014,Severe,68,45,Female,1,11
Karnataka,2014,Minor,113,34,Female,0,8
Tamil Nadu,2011,Moderate,49,39,Female,1,9
Karnataka,2007,Severe,115,52,Male,1,14
Tamil Nadu,2007,Severe,106,66,Female,0,11
Karnataka,2017,Minor,42,32,Female,1,5
Telangana,2005,Severe,116,36,Female,1,11
Tamil Nadu,2004,Minor,70,64,Male,1,9
Tamil Nadu,2001,Moderate,66,67,Female,0,7
Kerala,2011,Severe,109,43,Male,1,11
Tamil Nadu,2003,Severe,66,61,Male,1,12
Tamil Nadu,2022,Severe,48,61,Female,0,9
Kerala,2012,Severe,45,52,Male,0,7
Andhra Pradesh,2016,Minor,45,60,Female,0,7
Andhra Pradesh,2015,Moderate,65,40,Male,1,10
Kerala,2008,Minor,82,27,Male,0,5
Maharashtra,2000,Moderate,58,39,Female,1,9
Tamil Nadu,2014,Minor,55,64,Female,1,9
Tamil Nadu,2011,Minor,62,28,Male,0,6
Kerala,2004,Severe,114,43,Female,1,10
Kerala,2022,Severe,119,18,Female,0,11
Maharashtra,2023,Moderate,68,69,Male,0,11
Telangana,2017,Moderate,77,53,Male,0,9
Andhra Pradesh,2019,Moderate,98,70,Male,0,12
Karnataka,2001,Moderate,87,38,Female,1,9
Telangana,2003,Severe,59,25,Male,1,8
Andhra Pradesh,2014,Minor,60,37,Female,1,8
Tamil Nadu,2005,Moderate,67,62,Male,0,8
Telangana,2021,Severe,89,34,Female,0,9
Kerala,2011,Severe,72,32,Female,1,10
Maharashtra,2017,Moderate,79,38,Male,0,9
Andhra Pradesh,2019,Minor,93,18,Male,1,9
Maharashtra,2003,Severe,49,20,Female,0,8
Andhra Pradesh,2000,Moderate,73,48,Male,0,6
Telangana,2014,Severe,112,48,Male,1,13
Tamil Nadu,2017,Moderate,75,38,Female,1,10
Karnataka,2013,Minor,114,40,Female,1,9
Maharashtra,2002,Minor,113,34,Male,0,10
Maharashtra,2014,Moderate,46,39,Male,1,10
Karnataka,2004,Minor,55,39,Male,1,7
Maharashtra,2023,Minor,90,53,Male,0,10
Maharashtra,2021,Moderate,100,25,Male,0,11
Andhra Pradesh,2002,Moderate,70,64,Female,0,8
Andhra Pradesh,2021,Minor,71,25,Male,0,7
Karnataka,2006,Minor,84,31,Female,0,6
Tamil Nadu,2005,Severe,115,55,Male,1,13
Telangana,2021,Minor,66,41,Male,0,8
Telangana,2000,Minor,61,39,Male,1,6
Maharashtra,2018,Minor,54,32,Female,0,6
Tamil Nadu,2006,Severe,47,37,Male,0,8
Karnataka,2003,Moderate,107,44,Female,0,6
Karnataka,2011,Minor,47,45,Female,0,3
Andhra Pradesh,2019,Minor,55,39,Male,1,9
Maharashtra,2022,Moderate,87,48,Male,1,14
Kerala,2024,Moderate,73,26,Male,1,9
Karnataka,2017,Moderate,96,40,Male,0,10
Maharashtra,2008,Minor,44,22,Female,1,7
Tamil Nadu,2018,Minor,83,62,Female,1,10
Andhra Pradesh,2021,Moderate,110,56,Male,1,13
Telangana,2003,Moderate,76,34,Female,1,9
Tamil Nadu,2000,Minor,67,57,Male,1,9
Karnataka,2008,Moderate,107,22,Female,0,7
Karnataka,2014,Minor,77,24,Male,0,8
Tamil Nadu,2021,Moderate,85,25,Male,0,9
Karnataka,2007,Moderate,112,24,Female,0,7
Maharashtra,2014,Severe,65,39,Female,1,12
Karnataka,2014,Moderate,114,61,Female,1,11
Andhra Pradesh,2017,Moderate,92,55,Male,1,13
Maharashtra,2006,Minor,102,70,Female,1,11
Kerala,2021,Minor,102,38,Male,0,7
Karnataka,2017,Minor,77,21,Male,1,6
Karnataka,2015,Minor,54,49,Male,1,8
Andhra Pradesh,2001,Minor,48,46,Male,1,7
Andhra Pradesh,2003,Severe,114,47,Female,1,12
Telangana,2019,Moderate,61,20,Male,0,6
Tamil Nadu,2015,Minor,109,22,Male,1,10
Tamil Nadu,2002,Minor,95,36,Male,0,7
Tamil Nadu,2023,Minor,76,25,Female,0,7
Andhra Pradesh,2022,Minor,96,54,Female,1,11
Tamil Nadu,2001,Minor,99,48,Female,0,7
Tamil Nadu,2002,Moderate,51,44,Male,0,7
Kerala,2024,Severe,46,30,Female,1,10
Tamil Nadu,2004,Moderate,105,59,Female,1,12
Karnataka,2001,Moderate,80,23,Male,0,6
Telangana,2018,Severe,63,18,Male,1,10
Andhra Pradesh,2023,Minor,64,47,Female,1,11
Maharashtra,2019,Minor,101,28,Female,0,8
Telangana,2001,Moderate,83,69,Male,0,7
Kerala,2001,Moderate,41,58,Female,0,4
Andhra Pradesh,2021,Moderate,81,48,Male,1,11
Andhra Pradesh,2023,Minor,72,33,Male,0,8
Karnataka,2022,Severe,56,32,Male,1,12
Telangana,2019,Minor,102,22,Male,0,6
Telangana,2017,Severe,61,32,Female,0,8
Tamil Nadu,2024,Severe,40,18,Male,0,9
Karnataka,2019,Minor,109,32,Male,0,9
Tamil Nadu,2024,Severe,93,53,Female,1,13
Tamil Nadu,2020,Moderate,53,65,Female,0,9
Andhra Pradesh,2013,Severe,92,56,Female,1,13
Telangana,2014,Minor,45,25,Male,1,7
Tamil Nadu,2011,Severe,103,70,Male,1,15
Kerala,2010,Minor,72,39,Male,0,5
Kerala,2010,Severe,111,44,Female,1,11
Telangana,2006,Moderate,83,51,Female,1,9
Kerala,2011,Minor,73,47,Male,0,5
Andhra Pradesh,2015,Minor,73,29,Male,0,6
Karnataka,2004,Minor,63,19,Male,0,4
Maharashtra,2001,Minor,41,63,Female,0,6
Tamil Nadu,2021,Minor,47,68,Female,1,8
Maharashtra,2015,Minor,64,69,Male,0,9
Karnataka,2022,Minor,71,55,Female,0,7
Karnataka,2014,Moderate,95,39,Female,0,8
Andhra Pradesh,2010,Moderate,46,68,Female,0,6
Kerala,2005,Severe,87,34,Female,0,6
Kerala,2012,Moderate,93,52,Male,1,8
Karnataka,2018,Minor,102,69,Male,1,10
Andhra Pradesh,2009,Moderate,112,59,Female,0,9
Andhra Pradesh,2023,Severe,119,62,Female,0,13
Telangana,2018,Minor,41,69,Male,1,9
Tamil Nadu,2004,Moderate,74,40,Female,0,7
Kerala,2024,Moderate,61,46,Female,1,9
Karnataka,2020,Severe,103,46,Male,1,13
Telangana,2006,Moderate,98,67,Female,1,9
Maharashtra,2010,Moderate,88,36,Male,1,13
Kerala,2013,Minor,91,34,Female,0,6
Tamil Nadu,2022,Severe,60,25,Female,0,8
Andhra Pradesh,2020,Minor,51,67,Female,0,7
Karnataka,2015,Moderate,50,24,Female,0,6
Kerala,2017,Moderate,93,28,Female,0,7
Maharashtra,2020,Severe,109,20,Female,1,13
Tamil Nadu,2022,Minor,53,19,Female,1,8
Tamil Nadu,2022,Minor,72,36,Female,0,7
Telangana,2003,Moderate,116,45,Male,1,10
Kerala,2000,Moderate,65,45,Male,1,7
Maharashtra,2021,Minor,53,42,Male,1,10
Tamil Nadu,2014,Minor,87,28,Male,1,9
Karnataka,2013,Minor,104,57,Female,0,8
Tamil Nadu,2018,Moderate,85,60,Male,0,12
Maharashtra,2004,Severe,94,19,Male,1,12
Andhra Pradesh,2003,Minor,113,29,Female,1,9
Andhra Pradesh,2012,Severe,113,58,Female,0,13
Telangana,2017,Moderate,107,55,Female,0,10
Kerala,2011,Minor,117,29,Female,0,7
Maharashtra,2022,Moderate,51,67,Female,0,10
Telangana,2020,Moderate,93,42,Male,1,12
Tamil Nadu,2014,Minor,103,54,Female,1,10
Tamil Nadu,2022,Moderate,86,48,Female,1,12
Andhra Pradesh,2008,Severe,76,34,Female,0,9
Telangana,2003,Minor,113,65,Male,1,10
Andhra Pradesh,2004,Minor,80,29,Female,0,6
Karnataka,2008,Minor,66,47,Female,1,8
Andhra Pradesh,2012,Severe,81,19,Male,1,12
Karnataka,2009,Minor,115,33,Male,0,7
Tamil Nadu,2015,Severe,107,18,Female,0,10
Telangana,2012,Moderate,68,69,Male,1,10
Karnataka,2003,Severe,75,51,Male,1,10
Telangana,2020,Moderate,96,62,Female,1,12
Telangana,2012,Minor,117,65,Male,0,9
Karnataka,2020,Severe,51,18,Male,0,7
Kerala,2007,Moderate,84,68,Female,0,6
Andhra Pradesh,2012,Moderate,59,53,Male,0,9
Karnataka,2014,Moderate,84,69,Male,1,11
Tamil Nadu,2019,Moderate,62,20,Female,0,7
Telangana,2019,Minor,101,51,Female,1,8
Maharashtra,2012,Moderate,73,29,Male,0,9
Karnataka,2022,Minor,60,62,Male,1,9
Andhra Pradesh,2004,Severe,90,44,Male,0,10
Telangana,2021,Moderate,48,67,Male,1,9
Kerala,2021,Minor,113,54,Male,0,7
Tamil Nadu,2005,Moderate,49,42,Female,1,9
Kerala,2004,Minor,91,29,Male,0,6
Maharashtra,2012,Minor,84,68,Male,1,11
Karnataka,2004,Moderate,91,50,Female,0,8
Telangana,2024,Moderate,69,26,Female,0,8
Karnataka,2012,Severe,103,18,Male,1,11
Andhra Pradesh,2023,Severe,41,67,Male,1,13
Karnataka,2019,Minor,88,40,Female,0,8
Tamil Nadu,2022,Moderate,84,45,Male,0,10
Maharashtra,2007,Severe,56,20,Female,0,9
Kerala,2008,Minor,67,55,Female,0,4
Maharashtra,2020,Severe,84,53,Female,0,11
Telangana,2018,Severe,56,61,Female,0,10
Karnataka,2019,Moderate,98,61,Male,0,11
Telangana,2014,Minor,53,22,Female,1,6
Kerala,2021,Severe,49,46,Male,1,10
Telangana,2009,Severe,117,70,Female,1,14
Andhra Pradesh,2010,Moderate,120,30,Male,1,13
Maharashtra,2004,Minor,57,61,Male,0,6
Kerala,2008,Severe,74,21,Female,0,7
Kerala,2010,Minor,87,23,Male,0,6
Kerala,2018,Minor,97,68,Male,0,9
Tamil Nadu,2001,Moderate,57,55,Male,0,6
Maharashtra,2005,Severe,91,23,Female,0,9
Telangana,2022,Severe,69,28,Male,1,12
Kerala,2020,Moderate,76,44,Male,0,8
Maharashtra,2000,Moderate,79,63,Female,0,9
Kerala,2002,Minor,45,52,Female,0,3
Andhra Pradesh,2002,Severe,118,57,Male,0,11
Andhra Pradesh,2013,Moderate,74,21,Female,0,7
Andhra Pradesh,2019,Severe,65,44,Female,0,9
Karnataka,2021,Moderate,69,33,Female,0,8
Kerala,2004,Severe,114,35,Male,1,10
Karnataka,2016,Severe,63,24,Female,1,9
Maharashtra,2014,Minor,94,28,Female,1,10
Karnataka,2005,Minor,117,25,Female,1,8
Maharashtra,2013,Minor,48,69,Male,0,9
Maharashtra,2013,Severe,101,23,Female,1,13
Maharashtra,2024,Moderate,57,65,Male,1,12
Telangana,2016,Moderate,90,22,Female,0,8
Karnataka,2007,Minor,58,23,Male,1,6
Telangana,2007,Moderate,108,55,Female,0,8
Kerala,2018,Moderate,72,19,Female,1,7
Karnataka,2008,Minor,77,48,Male,1,8
Kerala,2010,Severe,52,56,Male,1,9
Kerala,2012,Minor,88,49,Female,0,5
Maharashtra,2012,Minor,112,26,Female,0,9
Karnataka,2023,Minor,92,32,Female,1,10
Kerala,2018,Minor,40,38,Male,1,6
Andhra Pradesh,2020,Moderate,51,63,Female,0,9
Kerala,2018,Minor,63,70,Female,0,6
Andhra Pradesh,2004,Severe,40,45,Female,1,11
Karnataka,2015,Minor,107,62,Male,1,10
Telangana,2008,Moderate,46,44,Female,1,7
Karnataka,2019,Moderate,108,22,Male,1,10
Telangana,2021,Severe,78,34,Male,0,10
Telangana,2002,Minor,71,54,Female,1,7
Karnataka,2018,Severe,88,41,Male,0,9
Kerala,2004,Moderate,70,48,Male,0,6
Tamil Nadu,2007,Minor,118,52,Female,0,10
Kerala,2013,Moderate,42,58,Female,0,6
Kerala,2023,Moderate,86,58,Female,0,9
Maharashtra,2002,Severe,54,21,Male,0,8
Maharashtra,2023,Minor,90,37,Male,0,10
Kerala,2012,Minor,113,60,Male,0,8
Andhra Pradesh,2010,Minor,60,34,Female,0,6
Telangana,2007,Minor,80,63,Male,1,8
Maharashtra,2018,Moderate,42,27,Female,0,9
Kerala,2009,Moderate,40,54,Female,1,7
Tamil Nadu,2017,Minor,60,38,Male,0,7
Andhra Pradesh,2017,Minor,114,38,Male,0,9
Karnataka,2024,Minor,119,66,Male,1,11
Kerala,2006,Moderate,60,33,Female,0,3
Kerala,2015,Severe,114,50,Male,0,10
Telangana,2005,Minor,88,27,Female,1,7
Andhra Pradesh,2015,Minor,104,61,Male,1,11
Maharashtra,2015,Moderate,80,35,Female,0,10
Maharashtra,2022,Severe,106,50,Male,0,14
Maharashtra,2023,Moderate,81,46,Male,1,12
Karnataka,2000,Minor,108,48,Female,0,6
Andhra Pradesh,2023,Minor,96,41,Male,0,9
Andhra Pradesh,2018,Moderate,82,29,Male,0,8
Maharashtra,2002,Moderate,51,37,Female,1,10
Maharashtra,2005,Minor,117,23,Male,0,8
Telangana,2003,Minor,103,25,Male,1,10
Tamil Nadu,2003,Moderate,90,31,Female,0,8
Tamil Nadu,2003,Minor,112,22,Male,0,7
Kerala,2009,Moderate,99,53,Male,0,8
Kerala,2008,Minor,110,65,Female,1,7
Andhra Pradesh,2007,Severe,119,55,Male,1,15
Andhra Pradesh,2018,Minor,67,20,Male,1,8
Karnataka,2016,Severe,110,53,Female,0,11
Karnataka,2016,Minor,53,39,Male,0,5
Tamil Nadu,2000,Minor,71,25,Male,1,8
Kerala,2019,Severe,47,31,Male,1,9
Tamil Nadu,2013,Severe,66,24,Female,1,10
Tamil Nadu,2021,Minor,89,21,Male,0,8
Kerala,2019,Severe,98,36,Male,0,11
Karnataka,2010,Minor,96,60,Female,1,9
Telangana,2002,Moderate,42,64,Female,0,4
Telangana,2023,Minor,66,41,Male,0,7
Telangana,2007,Minor,73,33,Male,1,6
Kerala,2021,Moderate,65,23,Female,0,5
Maharashtra,2024,Moderate,79,61,Female,1,12
Maharashtra,2009,Moderate,71,25,Female,1,11
Maharashtra,2016,Moderate,80,42,Male,1,11
Andhra Pradesh,2007,Severe,41,49,Female,1,11
Karnataka,2021,Minor,111,42,Male,1,11
Karnataka,2000,Minor,46,27,Male,0,3
Andhra Pradesh,2019,Moderate,58,60,Male,1,12
Tamil Nadu,2020,Minor,72,58,Female,1,11
Telangana,2006,Moderate,41,34,Female,0,4
Maharashtra,2023,Moderate,106,63,Female,0,13
Telangana,2008,Minor,117,20,Female,1,8
Maharashtra,2011,Severe,54,26,Male,1,11
Telangana,2021,Minor,60,69,Male,1,10
Tamil Nadu,2008,Minor,117,35,Female,1,9
Telangana,2019,Minor,98,66,Male,0,10
Telangana,2023,Minor,78,47,Female,1,8
Kerala,2002,Minor,59,22,Male,1,6
Telangana,2003,Moderate,40,69,Male,1,8
Kerala,2009,Moderate,112,49,Female,1,10
Karnataka,2003,Severe,48,70,Male,0,8
Andhra Pradesh,2021,Minor,90,44,Male,0,9
Telangana,2008,Minor,77,38,Male,1,6
